id,sex,aim,age,height,weight,level,trainHands,trainLegs,trainBack,trainPress,trainChest,trainShoulders
2407,m,muscle group,23,178,91,1,1,0,1,1,0,1
2408,m,muscle group,30,179,82,6,0,1,0,0,1,1
2409,m,muscle group,24,179,91,2,0,0,0,0,0,1
2410,m,muscle group,29,174,78,6,1,1,0,0,1,1
2411,m,muscle group,32,182,90,7,1,1,1,0,0,0
2412,m,muscle group,29,171,89,1,0,1,1,1,1,1
2413,m,muscle group,30,173,83,7,0,1,0,0,0,1
2414,m,muscle group,23,175,88,2,1,1,1,0,0,0
2415,m,muscle group,29,173,76,5,1,1,1,1,1,1
2416,m,muscle group,28,175,88,3,0,1,0,0,1,0
2417,m,muscle group,27,171,77,5,1,1,0,0,0,0
2418,m,muscle group,29,171,78,5,1,1,0,1,1,1
2419,m,muscle group,18,179,89,5,0,1,1,0,0,0
2420,m,muscle group,20,164,78,1,1,0,1,0,0,1
2421,m,muscle group,25,178,93,1,0,0,1,1,1,1
2422,m,muscle group,26,178,90,3,1,0,1,1,0,0
2423,m,muscle group,22,165,79,3,0,0,1,1,1,1
2424,m,muscle group,29,174,79,5,1,1,1,0,0,0
2425,m,muscle group,24,184,96,2,0,1,0,1,0,0
2426,m,muscle group,34,177,90,3,0,0,0,0,1,1
2427,m,muscle group,34,176,86,5,0,1,1,0,0,0
2428,m,muscle group,26,178,84,6,0,1,1,1,0,0
2429,m,muscle group,23,178,87,7,1,0,0,1,0,0
2430,m,muscle group,23,165,82,1,1,0,0,1,1,0
2431,m,muscle group,32,176,89,2,0,0,1,1,0,1
2432,m,muscle group,28,175,82,7,1,0,1,1,1,1
2433,m,muscle group,32,180,86,8,0,0,0,1,1,0
2434,m,muscle group,29,171,82,2,0,1,1,0,0,0
2435,m,muscle group,28,171,84,2,0,1,0,1,1,1
2436,m,muscle group,35,172,86,3,0,1,0,0,0,0
2437,m,muscle group,32,168,75,6,0,0,1,0,0,0
2438,m,muscle group,22,172,86,3,1,1,0,1,1,1
2439,m,muscle group,32,170,81,1,1,1,0,0,1,1
2440,m,muscle group,30,175,94,1,0,1,1,1,1,1
2441,m,muscle group,30,179,89,4,0,1,1,1,0,0
2442,m,muscle group,30,175,88,2,1,1,1,1,0,1
2443,m,muscle group,34,172,77,6,0,0,1,0,0,1
2444,m,muscle group,34,170,82,3,1,0,1,1,0,0
2445,m,muscle group,20,172,89,2,0,1,0,0,0,1
2446,m,muscle group,25,177,86,5,1,1,1,0,0,1
2447,m,muscle group,26,177,83,6,1,0,0,1,1,0
2448,m,muscle group,26,172,82,7,0,0,0,1,0,0
2449,m,muscle group,27,177,81,6,0,1,0,0,0,1
2450,m,muscle group,33,185,93,6,0,0,1,0,0,0
2451,m,muscle group,27,177,91,1,1,0,0,1,0,0
2452,m,muscle group,28,174,97,2,0,0,1,0,1,1
2453,m,muscle group,31,170,78,7,0,1,1,1,1,0
2454,m,muscle group,26,176,89,3,1,1,1,1,1,0
2455,m,muscle group,27,179,94,2,1,0,1,0,1,0
2456,m,muscle group,29,180,81,8,0,1,0,1,1,1
2457,m,muscle group,18,179,85,9,0,0,0,1,1,1
2458,m,muscle group,31,173,80,6,1,0,1,1,1,1
2459,m,muscle group,31,183,99,1,1,1,0,0,0,0
2460,m,muscle group,25,180,93,1,0,0,1,1,0,1
2461,m,muscle group,29,174,87,2,1,0,1,1,0,0
2462,m,muscle group,25,172,84,1,1,1,0,0,0,1
2463,m,muscle group,24,179,88,5,0,0,0,0,0,1
2464,m,muscle group,23,176,90,2,1,0,1,0,0,1
2465,m,muscle group,26,171,84,2,0,1,1,1,0,0
2466,m,muscle group,18,179,87,7,1,1,0,0,1,1
2467,m,muscle group,28,174,78,6,0,1,0,1,0,0
2468,m,muscle group,31,177,78,7,0,0,1,1,1,0
2469,m,muscle group,27,186,97,3,1,0,1,1,1,0
2470,m,muscle group,29,176,88,2,1,0,0,1,0,1
2471,m,muscle group,28,167,71,5,1,1,1,0,0,1
2472,m,muscle group,18,179,97,3,1,1,0,0,1,1
2473,m,muscle group,35,164,76,1,0,1,0,0,0,0
2474,m,muscle group,30,184,88,7,1,0,0,1,1,1
2475,m,muscle group,28,164,68,5,0,0,0,1,1,1
2476,m,muscle group,36,167,79,1,0,0,1,0,1,0
2477,m,muscle group,22,172,79,7,0,0,0,0,0,1
2478,m,muscle group,25,171,82,1,0,1,0,1,0,0
2479,m,muscle group,23,175,87,2,1,0,1,0,0,1
2480,m,muscle group,29,173,86,3,1,1,1,0,1,1
2481,m,muscle group,18,166,78,3,1,1,0,0,0,0
2482,m,muscle group,29,177,79,7,1,0,1,1,0,1
2483,m,muscle group,31,177,89,1,1,1,1,0,1,1
2484,m,muscle group,36,180,92,3,1,0,0,0,0,1
2485,m,muscle group,31,175,80,8,1,1,0,1,1,0
2486,m,muscle group,31,176,86,6,1,0,0,0,0,1
2487,m,muscle group,27,175,88,2,1,0,0,1,1,0
2488,m,muscle group,19,171,88,3,1,0,1,1,0,0
2489,m,muscle group,18,168,78,4,0,1,0,1,1,1
2490,m,muscle group,28,170,73,4,1,1,1,0,0,0
2491,m,muscle group,29,178,87,6,0,1,0,1,1,0
2492,m,muscle group,36,181,97,2,0,0,0,1,0,0
2493,m,muscle group,34,174,77,7,1,0,1,0,1,1
2494,m,muscle group,29,173,87,1,0,0,0,0,0,1
2495,m,muscle group,23,169,81,2,1,0,0,1,1,0
2496,m,muscle group,31,180,85,7,1,0,1,1,1,1
2497,m,muscle group,23,179,88,7,0,0,0,1,1,0
2498,m,muscle group,28,176,84,6,0,1,1,0,1,0
2499,m,muscle group,18,173,81,5,1,1,0,1,1,0
2500,m,muscle group,29,178,93,3,1,0,1,0,0,1
2501,f,weight loss,36,170,70,6,0,0,0,0,0,0
2502,f,weight loss,33,170,67,6,0,0,0,0,0,0
2503,f,weight loss,19,165,62,6,0,0,0,0,0,0
2504,f,weight loss,36,170,63,8,0,0,0,0,0,0
2505,f,weight loss,30,167,61,6,0,0,0,0,0,0
2506,f,weight loss,29,173,75,6,0,0,0,0,0,0
2507,f,weight loss,27,163,66,5,0,0,0,0,0,0
2508,f,weight loss,28,163,67,7,0,0,0,0,0,0
2509,f,weight loss,31,161,66,5,0,0,0,0,0,0
2510,f,weight loss,34,171,68,6,0,0,0,0,0,0
2511,f,weight loss,19,164,66,4,0,0,0,0,0,0
2512,f,weight loss,25,169,65,6,0,0,0,0,0,0
2513,f,weight loss,31,164,67,6,0,0,0,0,0,0
2514,f,weight loss,30,164,66,5,0,0,0,0,0,0
2515,f,weight loss,25,168,65,7,0,0,0,0,0,0
2516,f,weight loss,32,169,70,5,0,0,0,0,0,0
2517,f,weight loss,30,168,61,7,0,0,0,0,0,0
2518,f,weight loss,27,169,72,6,0,0,0,0,0,0
2519,f,weight loss,29,169,77,5,0,0,0,0,0,0
2520,f,weight loss,28,166,71,6,0,0,0,0,0,0
2521,f,weight loss,32,164,53,2,0,0,0,0,0,0
2522,f,weight loss,22,167,66,6,0,0,0,0,0,0
2523,f,weight loss,28,167,74,5,0,0,0,0,0,0
2524,f,weight loss,27,177,73,6,0,0,0,0,0,0
2525,f,weight loss,27,156,57,6,0,0,0,0,0,0
2526,f,weight loss,21,175,81,5,0,0,0,0,0,0
2527,f,weight loss,23,174,77,7,0,0,0,0,0,0
2528,f,weight loss,23,167,71,8,0,0,0,0,0,0
2529,f,weight loss,30,167,67,6,0,0,0,0,0,0
2530,f,weight loss,19,175,68,6,0,0,0,0,0,0
2531,f,weight loss,19,171,72,6,0,0,0,0,0,0
2532,f,weight loss,31,167,65,6,0,0,0,0,0,0
2533,f,weight loss,30,167,56,4,0,0,0,0,0,0
2534,f,weight loss,31,171,80,6,0,0,0,0,0,0
2535,f,weight loss,18,166,57,8,0,0,0,0,0,0
2536,f,weight loss,23,160,59,7,0,0,0,0,0,0
2537,f,weight loss,22,175,84,6,0,0,0,0,0,0
2538,f,weight loss,31,180,87,5,0,0,0,0,0,0
2539,f,weight loss,18,176,77,4,0,0,0,0,0,0
2540,f,weight loss,33,175,61,3,0,0,0,0,0,0
2541,f,weight loss,26,169,65,6,0,0,0,0,0,0
2542,f,weight loss,35,170,69,6,0,0,0,0,0,0
2543,f,weight loss,27,166,67,8,0,0,0,0,0,0
2544,f,weight loss,24,167,67,5,0,0,0,0,0,0
2545,f,weight loss,26,165,68,7,0,0,0,0,0,0
2546,f,weight loss,26,180,81,8,0,0,0,0,0,0
2547,f,weight loss,38,162,61,8,0,0,0,0,0,0
2548,f,weight loss,25,168,66,8,0,0,0,0,0,0
2549,f,weight loss,39,162,61,6,0,0,0,0,0,0
2550,f,weight loss,29,173,69,6,0,0,0,0,0,0
2551,f,weight loss,28,167,67,6,0,0,0,0,0,0
2552,f,weight loss,19,165,59,5,0,0,0,0,0,0
2553,f,weight loss,27,171,64,5,0,0,0,0,0,0
2554,f,weight loss,21,167,68,6,0,0,0,0,0,0
2555,f,weight loss,31,164,62,6,0,0,0,0,0,0
2556,f,weight loss,28,171,68,7,0,0,0,0,0,0
2557,f,weight loss,30,169,63,6,0,0,0,0,0,0
2558,f,weight loss,26,169,72,6,0,0,0,0,0,0
2559,f,weight loss,28,176,77,6,0,0,0,0,0,0
2560,f,weight loss,24,165,58,5,0,0,0,0,0,0
2561,f,weight loss,28,163,64,7,0,0,0,0,0,0
2562,f,weight loss,27,170,69,7,0,0,0,0,0,0
2563,f,weight loss,31,168,68,6,0,0,0,0,0,0
2564,f,weight loss,30,176,84,4,0,0,0,0,0,0
2565,f,weight loss,25,176,83,6,0,0,0,0,0,0
2566,f,weight loss,29,171,70,7,0,0,0,0,0,0
2567,f,weight loss,23,170,75,8,0,0,0,0,0,0
2568,f,weight loss,24,168,68,5,0,0,0,0,0,0
2569,f,weight loss,30,171,60,6,0,0,0,0,0,0
2570,f,weight loss,29,172,69,6,0,0,0,0,0,0
2571,f,weight loss,29,166,64,6,0,0,0,0,0,0
2572,f,weight loss,35,173,71,6,0,0,0,0,0,0
2573,f,weight loss,33,175,73,8,0,0,0,0,0,0
2574,f,weight loss,29,168,70,7,0,0,0,0,0,0
2575,f,weight loss,34,171,71,7,0,0,0,0,0,0
2576,f,weight loss,28,168,73,6,0,0,0,0,0,0
2577,f,weight loss,29,174,69,6,0,0,0,0,0,0
2578,f,weight loss,32,170,70,6,0,0,0,0,0,0
2579,f,weight loss,20,165,55,6,0,0,0,0,0,0
2580,f,weight loss,26,165,57,4,0,0,0,0,0,0
2581,f,weight loss,25,163,67,6,0,0,0,0,0,0
2582,f,weight loss,30,166,71,8,0,0,0,0,0,0
2583,f,weight loss,23,172,68,8,0,0,0,0,0,0
2584,f,weight loss,25,167,66,4,0,0,0,0,0,0
2585,f,weight loss,31,158,64,4,0,0,0,0,0,0
2586,f,weight loss,34,163,56,5,0,0,0,0,0,0
2587,f,weight loss,22,170,75,7,0,0,0,0,0,0
2588,f,weight loss,18,176,71,6,0,0,0,0,0,0
2589,f,weight loss,31,173,75,5,0,0,0,0,0,0
2590,f,weight loss,37,169,72,6,0,0,0,0,0,0
2591,f,weight loss,26,166,61,7,0,0,0,0,0,0
2592,f,weight loss,28,169,67,6,0,0,0,0,0,0
2593,f,weight loss,26,166,67,7,0,0,0,0,0,0
2594,f,weight loss,19,170,79,7,0,0,0,0,0,0
2595,f,weight loss,31,167,67,6,0,0,0,0,0,0
2596,f,weight loss,26,166,76,7,0,0,0,0,0,0
2597,f,weight loss,21,170,70,6,0,0,0,0,0,0
2598,f,weight loss,21,169,63,5,0,0,0,0,0,0
2599,f,weight loss,23,164,55,5,0,0,0,0,0,0
2600,f,weight loss,31,169,63,6,0,0,0,0,0,0
2601,f,weight loss,19,168,69,8,0,0,0,0,0,0
2602,f,weight loss,22,172,78,7,0,0,0,0,0,0
2603,f,weight loss,25,171,73,6,0,0,0,0,0,0
2604,f,weight loss,24,176,69,6,0,0,0,0,0,0
2605,f,weight loss,25,175,72,5,0,0,0,0,0,0
2606,f,weight loss,26,169,66,6,0,0,0,0,0,0
2607,f,weight loss,31,175,78,5,0,0,0,0,0,0
2608,f,weight loss,28,170,72,7,0,0,0,0,0,0
2609,f,weight loss,25,173,74,6,0,0,0,0,0,0
2610,f,weight loss,25,167,62,5,0,0,0,0,0,0
2611,f,weight loss,23,174,73,6,0,0,0,0,0,0
2612,f,weight loss,34,168,63,6,0,0,0,0,0,0
2613,f,weight loss,28,161,57,6,0,0,0,0,0,0
2614,f,weight loss,26,164,59,7,0,0,0,0,0,0
2615,f,weight loss,35,173,70,5,0,0,0,0,0,0
2616,f,weight loss,28,165,68,5,0,0,0,0,0,0
2617,f,weight loss,22,162,58,6,0,0,0,0,0,0
2618,f,weight loss,27,171,72,6,0,0,0,0,0,0
2619,f,weight loss,27,171,71,6,0,0,0,0,0,0
2620,f,weight loss,37,171,69,5,0,0,0,0,0,0
2621,f,weight loss,19,169,63,4,0,0,0,0,0,0
2622,f,weight loss,30,171,66,7,0,0,0,0,0,0
2623,f,weight loss,32,163,57,7,0,0,0,0,0,0
2624,f,weight loss,22,172,72,5,0,0,0,0,0,0
2625,f,weight loss,33,167,62,6,0,0,0,0,0,0
2626,f,weight loss,19,167,61,5,0,0,0,0,0,0
2627,f,weight loss,28,167,70,5,0,0,0,0,0,0
2628,f,weight loss,24,162,64,8,0,0,0,0,0,0
2629,f,weight loss,26,169,67,7,0,0,0,0,0,0
2630,f,weight loss,24,176,69,6,0,0,0,0,0,0
2631,f,weight loss,24,165,68,5,0,0,0,0,0,0
2632,f,weight loss,26,169,75,6,0,0,0,0,0,0
2633,f,weight loss,32,168,62,7,0,0,0,0,0,0
2634,f,weight loss,32,171,71,7,0,0,0,0,0,0
2635,f,weight loss,20,165,65,6,0,0,0,0,0,0
2636,f,weight loss,24,166,63,6,0,0,0,0,0,0
2637,f,weight loss,30,163,63,7,0,0,0,0,0,0
2638,f,weight loss,26,168,64,7,0,0,0,0,0,0
2639,f,weight loss,24,172,71,5,0,0,0,0,0,0
2640,f,weight loss,39,167,65,5,0,0,0,0,0,0
2641,f,weight loss,25,172,72,4,0,0,0,0,0,0
2642,f,weight loss,19,165,71,7,0,0,0,0,0,0
2643,f,weight loss,31,175,80,5,0,0,0,0,0,0
2644,f,weight loss,25,164,70,8,0,0,0,0,0,0
2645,f,weight loss,25,171,68,5,0,0,0,0,0,0
2646,f,weight loss,33,172,71,5,0,0,0,0,0,0
2647,f,weight loss,26,169,69,7,0,0,0,0,0,0
2648,f,weight loss,18,175,76,5,0,0,0,0,0,0
2649,f,weight loss,27,171,71,5,0,0,0,0,0,0
2650,f,weight loss,33,164,60,7,0,0,0,0,0,0
2651,f,weight loss,21,172,70,7,0,0,0,0,0,0
2652,f,weight loss,23,165,62,5,0,0,0,0,0,0
2653,f,weight loss,24,172,69,4,0,0,0,0,0,0
2654,f,weight loss,29,166,58,5,0,0,0,0,0,0
2655,f,weight loss,29,174,77,5,0,0,0,0,0,0
2656,f,weight loss,27,158,55,6,0,0,0,0,0,0
2657,f,weight loss,30,165,64,6,0,0,0,0,0,0
2658,f,weight loss,27,160,54,6,0,0,0,0,0,0
2659,f,weight loss,22,166,69,6,0,0,0,0,0,0
2660,f,weight loss,31,174,80,5,0,0,0,0,0,0
2661,f,weight loss,26,161,64,4,0,0,0,0,0,0
2662,f,weight loss,27,159,51,6,0,0,0,0,0,0
2663,f,weight loss,26,172,63,4,0,0,0,0,0,0
2664,f,weight loss,27,172,71,6,0,0,0,0,0,0
2665,f,weight loss,27,173,74,6,0,0,0,0,0,0
2666,f,weight loss,32,169,71,7,0,0,0,0,0,0
2667,f,weight loss,24,176,70,5,0,0,0,0,0,0
2668,f,weight loss,31,171,79,5,0,0,0,0,0,0
2669,f,weight loss,30,168,69,6,0,0,0,0,0,0
2670,f,weight loss,23,178,75,4,0,0,0,0,0,0
2671,f,weight loss,25,165,69,6,0,0,0,0,0,0
2672,f,weight loss,28,179,76,5,0,0,0,0,0,0
2673,f,weight loss,32,168,70,7,0,0,0,0,0,0
2674,f,weight loss,29,168,65,5,0,0,0,0,0,0
2675,f,weight loss,27,166,66,5,0,0,0,0,0,0
2676,f,weight loss,31,172,63,6,0,0,0,0,0,0
2677,f,weight loss,27,162,72,6,0,0,0,0,0,0
2678,f,weight loss,31,161,68,7,0,0,0,0,0,0
2679,f,weight loss,30,175,80,6,0,0,0,0,0,0
2680,f,weight loss,27,175,80,6,0,0,0,0,0,0
2681,f,weight loss,30,167,71,6,0,0,0,0,0,0
2682,f,weight loss,34,163,58,5,0,0,0,0,0,0
2683,f,weight loss,27,175,78,7,0,0,0,0,0,0
2684,f,weight loss,30,171,74,6,0,0,0,0,0,0
2685,f,weight loss,35,169,63,6,0,0,0,0,0,0
2686,f,weight loss,31,165,64,4,0,0,0,0,0,0
2687,f,weight loss,23,168,64,5,0,0,0,0,0,0
2688,f,weight loss,25,161,62,4,0,0,0,0,0,0
2689,f,weight loss,19,165,61,5,0,0,0,0,0,0
2690,f,weight loss,32,162,57,8,0,0,0,0,0,0
2691,f,weight loss,33,169,70,7,0,0,0,0,0,0
2692,f,weight loss,35,175,65,7,0,0,0,0,0,0
2693,f,weight loss,31,167,61,5,0,0,0,0,0,0
2694,f,weight loss,31,172,77,6,0,0,0,0,0,0
2695,f,weight loss,31,169,69,6,0,0,0,0,0,0
2696,f,weight loss,31,167,68,6,0,0,0,0,0,0
2697,f,weight loss,32,167,71,5,0,0,0,0,0,0
2698,f,weight loss,30,173,65,6,0,0,0,0,0,0
2699,f,weight loss,24,173,72,6,0,0,0,0,0,0
2700,f,weight loss,26,175,72,6,0,0,0,0,0,0
2701,f,weight loss,27,163,71,6,0,0,0,0,0,0
2702,f,weight loss,27,157,66,5,0,0,0,0,0,0
2703,f,weight loss,18,170,76,6,0,0,0,0,0,0
2704,f,weight loss,20,164,59,5,0,0,0,0,0,0
2705,f,weight loss,35,169,69,7,0,0,0,0,0,0
2706,f,weight loss,31,163,54,7,0,0,0,0,0,0
2707,f,weight loss,34,169,70,5,0,0,0,0,0,0
2708,f,weight loss,19,170,77,8,0,0,0,0,0,0
2709,f,weight loss,26,169,72,6,0,0,0,0,0,0
2710,f,weight loss,24,168,72,8,0,0,0,0,0,0
2711,f,weight loss,18,172,75,4,0,0,0,0,0,0
2712,f,weight loss,20,166,64,6,0,0,0,0,0,0
2713,f,weight loss,21,169,65,6,0,0,0,0,0,0
2714,f,weight loss,28,164,56,7,0,0,0,0,0,0
2715,f,weight loss,29,160,57,5,0,0,0,0,0,0
2716,f,weight loss,24,170,70,6,0,0,0,0,0,0
2717,f,weight loss,25,168,68,6,0,0,0,0,0,0
2718,f,weight loss,24,173,71,6,0,0,0,0,0,0
2719,f,weight loss,18,175,78,6,0,0,0,0,0,0
2720,f,weight loss,32,171,64,8,0,0,0,0,0,0
2721,f,weight loss,23,163,60,7,0,0,0,0,0,0
2722,f,weight loss,35,174,71,5,0,0,0,0,0,0
2723,f,weight loss,23,174,76,7,0,0,0,0,0,0
2724,f,weight loss,29,166,65,5,0,0,0,0,0,0
2725,f,weight loss,35,162,64,6,0,0,0,0,0,0
2726,f,weight loss,23,162,61,7,0,0,0,0,0,0
2727,f,weight loss,30,156,61,6,0,0,0,0,0,0
2728,f,weight loss,27,164,61,5,0,0,0,0,0,0
2729,f,weight loss,29,181,78,6,0,0,0,0,0,0
2730,f,weight loss,31,174,78,5,0,0,0,0,0,0
2731,f,weight loss,30,171,73,4,0,0,0,0,0,0
2732,f,weight loss,18,168,63,7,0,0,0,0,0,0
2733,f,weight loss,29,167,68,4,0,0,0,0,0,0
2734,f,weight loss,25,160,57,8,0,0,0,0,0,0
2735,f,weight loss,26,173,73,6,0,0,0,0,0,0
2736,f,weight loss,28,168,76,7,0,0,0,0,0,0
2737,f,weight loss,31,168,76,7,0,0,0,0,0,0
2738,f,weight loss,26,162,55,5,0,0,0,0,0,0
2739,f,weight loss,30,162,55,6,0,0,0,0,0,0
2740,f,weight loss,31,170,72,7,0,0,0,0,0,0
2741,f,weight loss,27,171,73,7,0,0,0,0,0,0
2742,f,weight loss,25,170,62,6,0,0,0,0,0,0
2743,f,weight loss,28,173,68,7,0,0,0,0,0,0
2744,f,weight loss,30,180,76,7,0,0,0,0,0,0
2745,f,weight loss,27,169,72,6,0,0,0,0,0,0
2746,f,weight loss,34,170,65,7,0,0,0,0,0,0
2747,f,weight loss,21,166,64,7,0,0,0,0,0,0
2748,f,weight loss,35,176,68,7,0,0,0,0,0,0
2749,f,weight loss,31,172,75,5,0,0,0,0,0,0
2750,f,weight loss,20,171,68,8,0,0,0,0,0,0
2751,f,weight loss,19,171,61,5,0,0,0,0,0,0
2752,f,weight loss,21,169,73,7,0,0,0,0,0,0
2753,f,weight loss,28,167,71,7,0,0,0,0,0,0
2754,f,weight loss,29,173,67,6,0,0,0,0,0,0
2755,f,weight loss,29,171,65,6,0,0,0,0,0,0
2756,f,weight loss,27,176,73,5,0,0,0,0,0,0
2757,f,weight loss,23,171,73,6,0,0,0,0,0,0
2758,f,weight loss,26,164,64,5,0,0,0,0,0,0
2759,f,weight loss,34,173,71,5,0,0,0,0,0,0
2760,f,weight loss,23,161,60,6,0,0,0,0,0,0
2761,f,weight loss,24,165,60,6,0,0,0,0,0,0
2762,f,weight loss,19,164,73,4,0,0,0,0,0,0
2763,f,weight loss,28,172,77,6,0,0,0,0,0,0
2764,f,weight loss,35,173,70,7,0,0,0,0,0,0
2765,f,weight loss,30,168,69,7,0,0,0,0,0,0
2766,f,weight loss,22,165,55,6,0,0,0,0,0,0
2767,f,weight loss,23,166,70,6,0,0,0,0,0,0
2768,f,weight loss,27,161,65,4,0,0,0,0,0,0
2769,f,weight loss,27,174,75,5,0,0,0,0,0,0
2770,f,weight loss,31,167,69,6,0,0,0,0,0,0
2771,f,weight loss,22,168,65,5,0,0,0,0,0,0
2772,f,weight loss,18,167,63,7,0,0,0,0,0,0
2773,f,weight loss,27,169,64,5,0,0,0,0,0,0
2774,f,weight loss,28,172,71,5,0,0,0,0,0,0
2775,f,weight loss,30,164,66,4,0,0,0,0,0,0
2776,f,weight loss,20,168,75,8,0,0,0,0,0,0
2777,f,weight loss,25,171,68,7,0,0,0,0,0,0
2778,f,weight loss,22,167,70,6,0,0,0,0,0,0
2779,f,weight loss,29,166,68,7,0,0,0,0,0,0
2780,f,weight loss,31,168,64,7,0,0,0,0,0,0
2781,f,weight loss,38,167,70,6,0,0,0,0,0,0
2782,f,weight loss,25,172,73,6,0,0,0,0,0,0
2783,f,weight loss,21,167,68,6,0,0,0,0,0,0
2784,f,weight loss,24,165,72,6,0,0,0,0,0,0
2785,f,weight loss,28,167,72,6,0,0,0,0,0,0
2786,f,weight loss,34,165,70,7,0,0,0,0,0,0
2787,f,weight loss,38,160,55,5,0,0,0,0,0,0
2788,f,weight loss,28,166,61,6,0,0,0,0,0,0
2789,f,weight loss,28,164,59,7,0,0,0,0,0,0
2790,f,weight loss,37,171,75,7,0,0,0,0,0,0
2791,f,weight loss,30,171,63,7,0,0,0,0,0,0
2792,f,weight loss,22,172,72,6,0,0,0,0,0,0
2793,f,weight loss,26,168,71,6,0,0,0,0,0,0
2794,f,weight loss,25,173,72,6,0,0,0,0,0,0
2795,f,weight loss,29,170,67,5,0,0,0,0,0,0
2796,f,weight loss,24,174,73,6,0,0,0,0,0,0
2797,f,weight loss,27,172,69,6,0,0,0,0,0,0
2798,f,weight loss,36,180,80,5,0,0,0,0,0,0
2799,f,weight loss,26,168,65,6,0,0,0,0,0,0
2800,f,weight loss,30,167,64,7,0,0,0,0,0,0
2801,f,weight loss,18,169,74,6,0,0,0,0,0,0
2802,f,weight loss,21,163,56,6,0,0,0,0,0,0
2803,f,weight loss,33,167,67,5,0,0,0,0,0,0
2804,f,weight loss,23,163,60,5,0,0,0,0,0,0
2805,f,weight loss,27,178,79,4,0,0,0,0,0,0
2806,f,weight loss,26,163,63,6,0,0,0,0,0,0
2807,f,weight loss,23,172,79,5,0,0,0,0,0,0
2808,f,weight loss,26,165,65,5,0,0,0,0,0,0
2809,f,weight loss,29,162,49,2,0,0,0,0,0,0
2810,f,weight loss,19,171,70,7,0,0,0,0,0,0
2811,f,weight loss,24,172,68,7,0,0,0,0,0,0
2812,f,weight loss,20,174,76,7,0,0,0,0,0,0
2813,f,weight loss,28,168,72,7,0,0,0,0,0,0
2814,f,weight loss,23,170,61,8,0,0,0,0,0,0
2815,f,weight loss,23,171,67,6,0,0,0,0,0,0
2816,f,weight loss,27,168,65,6,0,0,0,0,0,0
2817,f,weight loss,27,180,86,7,0,0,0,0,0,0
2818,f,weight loss,29,178,86,7,0,0,0,0,0,0
2819,f,weight loss,27,170,70,5,0,0,0,0,0,0
2820,f,weight loss,22,174,69,5,0,0,0,0,0,0
2821,f,weight loss,26,177,79,7,0,0,0,0,0,0
2822,f,weight loss,25,171,66,6,0,0,0,0,0,0
2823,f,weight loss,25,167,76,6,0,0,0,0,0,0
2824,f,weight loss,26,169,69,5,0,0,0,0,0,0
2825,f,weight loss,31,175,70,7,0,0,0,0,0,0
2826,f,weight loss,19,170,61,7,0,0,0,0,0,0
2827,f,weight loss,34,169,70,5,0,0,0,0,0,0
2828,f,weight loss,22,166,69,4,0,0,0,0,0,0
2829,f,weight loss,34,173,71,6,0,0,0,0,0,0
2830,f,weight loss,29,170,68,5,0,0,0,0,0,0
2831,f,weight loss,33,159,59,6,0,0,0,0,0,0
2832,f,weight loss,32,166,59,6,0,0,0,0,0,0
2833,f,weight loss,32,166,66,9,0,0,0,0,0,0
2834,f,weight loss,22,177,73,7,0,0,0,0,0,0
2835,f,weight loss,34,169,69,6,0,0,0,0,0,0
2836,f,weight loss,21,172,75,6,0,0,0,0,0,0
2837,f,weight loss,23,176,69,5,0,0,0,0,0,0
2838,f,weight loss,26,169,67,6,0,0,0,0,0,0
2839,f,weight loss,35,172,72,5,0,0,0,0,0,0
2840,f,weight loss,29,168,70,7,0,0,0,0,0,0
2841,f,weight loss,26,180,74,4,0,0,0,0,0,0
2842,f,weight loss,28,165,67,9,0,0,0,0,0,0
2843,f,weight loss,29,182,72,5,0,0,0,0,0,0
2844,f,weight loss,26,175,71,4,0,0,0,0,0,0
2845,f,weight loss,22,166,74,10,0,0,0,0,0,0
2846,f,weight loss,22,171,63,6,0,0,0,0,0,0
2847,f,weight loss,32,163,65,7,0,0,0,0,0,0
2848,f,weight loss,20,177,80,5,0,0,0,0,0,0
2849,f,weight loss,19,176,65,5,0,0,0,0,0,0
2850,f,weight loss,29,168,66,6,0,0,0,0,0,0
2851,f,weight loss,20,169,58,6,0,0,0,0,0,0
2852,f,weight loss,29,164,68,5,0,0,0,0,0,0
2853,f,weight loss,25,163,67,7,0,0,0,0,0,0
2854,f,weight loss,18,179,75,8,0,0,0,0,0,0
2855,f,weight loss,35,165,56,6,0,0,0,0,0,0
2856,f,weight loss,27,170,59,7,0,0,0,0,0,0
2857,f,weight loss,29,168,65,6,0,0,0,0,0,0
2858,f,weight loss,33,166,64,6,0,0,0,0,0,0
2859,f,weight loss,28,163,56,6,0,0,0,0,0,0
2860,f,weight loss,27,165,61,7,0,0,0,0,0,0
2861,f,weight loss,29,171,69,7,0,0,0,0,0,0
2862,f,weight loss,25,158,58,5,0,0,0,0,0,0
2863,f,weight loss,24,173,72,5,0,0,0,0,0,0
2864,f,weight loss,26,177,81,8,0,0,0,0,0,0
2865,f,weight loss,31,163,59,5,0,0,0,0,0,0
2866,f,weight loss,32,165,67,8,0,0,0,0,0,0
2867,f,weight loss,32,174,77,5,0,0,0,0,0,0
2868,f,weight loss,25,175,77,5,0,0,0,0,0,0
2869,f,weight loss,30,169,78,4,0,0,0,0,0,0
2870,f,weight loss,29,169,57,3,0,0,0,0,0,0
2871,f,weight loss,23,173,81,4,0,0,0,0,0,0
