body_part,equipment,name,muscle_group,difficulty,id
shoulders,dumbbell,dumbbell lying external shoulder rotation,delts,6.0,976
arms,dumbbell,dumbbell lying alternate extension,triceps,6.0,977
arms,dumbbell,dumbbell incline biceps curl,biceps,6.0,978
arms,dumbbell,dumbbell lying  extension (across face),triceps,6.0,979
arms,dumbbell,dumbbell lunge with bicep curl,biceps,6.0,980
legs,dumbbell,dumbbell lunge,glutes,6.0,981
shoulders,dumbbell,dumbbell lateral to front raise,delts,6.0,982
arms,assisted,assisted standing triceps extension (with towel),triceps,6.0,983
shoulders,dumbbell,dumbbell incline one arm lateral raise,delts,6.0,984
shoulders,dumbbell,dumbbell incline raise,delts,6.0,985
arms,dumbbell,dumbbell one arm hammer preacher curl,biceps,6.0,986
arms,dumbbell,dumbbell kneeling bicep curl exercise ball,biceps,6.0,987
arms,dumbbell,dumbbell kickbacks on exercise ball,triceps,6.0,988
arms,dumbbell,dumbbell kickback,triceps,6.0,989
back,dumbbell,dumbbell incline y-raise,upper back,6.0,990
arms,dumbbell,dumbbell incline triceps extension,triceps,6.0,991
arms,leverage machine,assisted triceps dip (kneeling),triceps,6.0,992
arms,dumbbell,dumbbell lying single extension,triceps,6.0,993
arms,dumbbell,dumbbell lying one arm pronated triceps extension,triceps,6.0,994
arms,dumbbell,dumbbell high curl,biceps,6.0,995
arms,dumbbell,dumbbell lying supine biceps curl,biceps,6.0,996
chest,dumbbell,dumbbell one arm fly on exercise ball,pectorals,6.0,997
chest,dumbbell,dumbbell decline one arm fly,pectorals,6.0,998
chest,dumbbell,dumbbell one arm chest fly on exercise ball,pectorals,6.0,999
back,dumbbell,dumbbell one arm bent-over row,upper back,6.0,1000
chest,dumbbell,dumbbell one arm bench fly,pectorals,6.0,1001
arms,dumbbell,dumbbell decline triceps extension,triceps,6.0,1002
chest,dumbbell,dumbbell decline twist fly,pectorals,6.0,1003
arms,dumbbell,dumbbell lying wide curl,biceps,6.0,1004
arms,dumbbell,dumbbell lying triceps extension,triceps,6.0,1005
arms,dumbbell,dumbbell hammer curls (with arm blaster),biceps,6.0,1006
arms,dumbbell,dumbbell lying supine curl,biceps,6.0,1007
legs,body weight,backward jump,quads,6.0,1008
shoulders,dumbbell,dumbbell incline t-raise,delts,6.0,1009
arms,dumbbell,dumbbell lying supination,forearms,6.0,1010
shoulders,dumbbell,dumbbell full can lateral raise,delts,6.0,1011
back,stability ball,back extension on exercise ball,spine,6.0,1012
arms,dumbbell,dumbbell hammer curl,biceps,6.0,1013
arms,dumbbell,dumbbell hammer curl v. 2,biceps,6.0,1014
legs,dumbbell,dumbbell goblet squat,quads,6.0,1015
arms,dumbbell,dumbbell hammer curl on exercise ball,biceps,6.0,1016
arms,dumbbell,dumbbell lying supination on floor,forearms,6.0,1017
abs,assisted,assisted sit-up,abs,6.0,1018
abs,smith machine,smith hip raise,abs,5.0,1019
arms,body weight,triceps dip,triceps,5.0,1020
abs,weighted,weighted crunch,abs,5.0,1021
legs,barbell,barbell floor calf raise,calves,5.0,1022
abs,band,band alternating v-up,abs,5.0,1023
shoulders,barbell,barbell front raise,delts,5.0,1024
arms,body weight,side push-up,triceps,5.0,1025
arms,body weight,triceps dip (bench leg),triceps,5.0,1026
legs,body weight,side plank hip adduction,adductors,5.0,1027
arms,body weight,triceps dip (between benches),triceps,5.0,1028
abs,weighted,weighted decline sit-up,abs,5.0,1029
arms,body weight,triceps dips floor,triceps,5.0,1030
back,smith machine,smith back shrug,traps,5.0,1031
cardio,body weight,ski step,cardiovascular system,5.0,1032
cardio,leverage machine,walking on incline treadmill,cardiovascular system,5.0,1033
chest,smith machine,smith incline shoulder raises,serratus anterior,5.0,1034
abs,body weight,tuck crunch,abs,5.0,1035
abs,body weight,side-to-side toe touch (male),abs,5.0,1036
back,cable,twin handle parallel grip lat pulldown,lats,5.0,1037
legs,body weight,side hip abduction,abductors,5.0,1038
abs,body weight,twisted leg raise,abs,5.0,1039
abs,body weight,twisted leg raise (female),abs,5.0,1040
legs,body weight,single leg bridge with outstretched leg,glutes,5.0,1041
arms,band,band alternating biceps curl,biceps,5.0,1042
legs,dumbbell,single leg calf raise (on a dumbbell),calves,5.0,1043
abs,body weight,v-sit on floor,abs,5.0,1044
cardio,stepmill machine,walking on stepmill,cardiovascular system,5.0,1045
legs,body weight,balance board,quads,5.0,1046
abs,assisted,assisted lying leg raise with throw down,abs,5.0,1047
abs,band,band assisted wheel rollerout,abs,5.0,1048
abs,band,band kneeling twisting crunch,abs,5.0,1049
legs,band,band two legs calf raise - (band under both legs) v. 2,calves,5.0,1050
back,smith machine,smith shrug,traps,5.0,1051
shoulders,weighted,weighted front raise,delts,5.0,1052
abs,band,band standing twisting crunch,abs,5.0,1053
back,weighted,weighted hyperextension (on stability ball),spine,5.0,1054
abs,weighted,weighted overhead crunch (on stability ball),abs,5.0,1055
abs,medicine ball,assisted motion russian twist,abs,5.0,1056
shoulders,weighted,weighted round arm,delts,5.0,1057
abs,band,band standing crunch,abs,5.0,1058
legs,body weight,standing calves,calves,5.0,1059
abs,band,band lying straight leg raise,abs,5.0,1060
abs,wheel roller,standing wheel rollerout,abs,5.0,1061
abs,stability ball,stability ball crunch (full range hands behind head),abs,5.0,1062
abs,weighted,weighted side bend (on stability ball),abs,5.0,1063
abs,weighted,weighted seated twist (on stability ball),abs,5.0,1064
abs,assisted,assisted lying leg raise with lateral throw down,abs,5.0,1065
legs,band,band single leg reverse calf raise,calves,5.0,1066
legs,smith machine,smith toe raise,calves,5.0,1067
legs,band,band single leg calf raise,calves,5.0,1068
abs,band,band seated twist,abs,5.0,1069
legs,band,band seated hip internal rotation,glutes,5.0,1070
arms,band,band reverse wrist curl,forearms,5.0,1071
legs,body weight,standing single leg curl,hamstrings,5.0,1072
legs,body weight,straight leg outer hip abductor,abductors,5.0,1073
chest,body weight,wide hand push up,pectorals,5.0,1074
abs,assisted,assisted hanging knee raise,abs,5.0,1075
abs,band,band bicycle crunch,abs,5.0,1076
arms,smith machine,smith machine bicep curl,biceps,5.0,1077
arms,band,band close-grip push-up,triceps,5.0,1078
arms,barbell,barbell alternate biceps curl,biceps,5.0,1079
shoulders,band,band y-raise,delts,5.0,1080
abs,body weight,suspended reverse crunch,abs,5.0,1081
back,smith machine,smith one arm row,upper back,5.0,1082
legs,smith machine,smith one leg floor calf raise,calves,5.0,1083
abs,body weight,arm slingers hanging bent knee legs,abs,5.0,1084
chest,weighted,weighted svend press,pectorals,5.0,1085
abs,weighted,weighted front plank,abs,5.0,1086
back,band,band underhand pulldown,lats,5.0,1087
shoulders,band,band front raise,delts,5.0,1088
shoulders,smith machine,smith rear delt row,delts,5.0,1089
legs,smith machine,smith reverse calf raises,calves,5.0,1090
legs,smith machine,smith reverse calf raises,calves,5.0,1091
arms,weighted,weighted standing curl,biceps,5.0,1092
legs,smith machine,smith reverse calf raises,calves,5.0,1093
legs,smith machine,smith reverse calf raises,calves,5.0,1094
abs,band,band vertical pallof press,abs,5.0,1095
abs,band,band v-up,abs,5.0,1096
legs,smith machine,smith seated one leg calf raise,calves,5.0,1097
legs,body weight,twist hip lift,glutes,5.0,1098
cardio,body weight,mountain climber,cardiovascular system,5.0,1099
legs,leverage machine,lever seated hip adduction,adductors,5.0,1100
arms,leverage machine,lever triceps extension,triceps,5.0,1101
abs,stability ball,crunch (on stability ball),abs,5.0,1102
abs,body weight,crunch floor,abs,5.0,1103
abs,body weight,curl-up,abs,5.0,1104
abs,kettlebell,kettlebell figure 8,abs,5.0,1105
back,body weight,lower back curl,spine,5.0,1106
abs,cable,cable russian twists (on stability ball),abs,5.0,1107
arms,dumbbell,dumbbell finger curls,forearms,5.0,1108
abs,body weight,lying elbow to knee,abs,5.0,1109
abs,body weight,lying leg raise flat bench,abs,5.0,1110
abs,body weight,lying leg-hip raise,abs,5.0,1111
shoulders,dumbbell,dumbbell front raise,delts,5.0,1112
arms,body weight,modified push up to lower arms,forearms,5.0,1113
shoulders,dumbbell,dumbbell front raise v. 2,delts,5.0,1114
arms,stability ball,narrow push-up on exercise ball,triceps,5.0,1115
cardio,rope,jump rope,cardiovascular system,5.0,1116
abs,body weight,negative crunch,abs,5.0,1117
abs,body weight,oblique crunch v. 2,abs,5.0,1118
chest,body weight,isometric chest squeeze,pectorals,5.0,1119
arms,olympic barbell,olympic barbell hammer curl,biceps,5.0,1120
legs,body weight,iron cross stretch,glutes,5.0,1121
abs,body weight,incline twisting sit-up,abs,5.0,1122
abs,body weight,inchworm v. 2,abs,5.0,1123
legs,body weight,pelvic tilt into bridge,glutes,5.0,1124
abs,body weight,inchworm,abs,5.0,1125
legs,body weight,hands reversed clasped circular toe touch (male),glutes,5.0,1126
abs,cable,cable seated crunch,abs,5.0,1127
abs,leverage machine,lever seated twist,abs,5.0,1128
abs,body weight,prisoner half sit-up (male),abs,5.0,1129
shoulders,leverage machine,lever seated reverse fly (parallel grip),delts,5.0,1130
legs,rope,calf stretch with rope,calves,5.0,1131
abs,body weight,l-sit on floor,abs,5.0,1132
legs,body weight,calf stretch with hands against wall,calves,5.0,1133
legs,body weight,calf push stretch with hands against wall,calves,5.0,1134
arms,leverage machine,lever bicep curl,biceps,5.0,1135
abs,cable,cable twist (up-down),abs,5.0,1136
abs,cable,cable twist,abs,5.0,1137
arms,leverage machine,lever hammer grip preacher curl,biceps,5.0,1138
abs,leverage machine,lever kneeling twist,abs,5.0,1139
shoulders,leverage machine,lever lateral raise,delts,5.0,1140
legs,leverage machine,lever leg extension,quads,5.0,1141
chest,body weight,chest and front of shoulder stretch,pectorals,5.0,1142
chest,stability ball,chest stretch with exercise ball,pectorals,5.0,1143
arms,leverage machine,lever preacher curl,biceps,5.0,1144
arms,leverage machine,lever preacher curl v. 2,biceps,5.0,1145
arms,leverage machine,lever reverse grip preacher curl,biceps,5.0,1146
legs,body weight,circles knee stretch,calves,5.0,1147
arms,body weight,close-grip push-up (on knees),triceps,5.0,1148
legs,body weight,kick out sit,hamstrings,5.0,1149
chest,leverage machine,lever seated fly,pectorals,5.0,1150
legs,leverage machine,lever seated hip abduction,abductors,5.0,1151
abs,body weight,cross body crunch,abs,5.0,1152
abs,body weight,crunch (hands overhead),abs,5.0,1153
abs,cable,cable seated twist,abs,5.0,1154
shoulders,leverage machine,lever seated reverse fly,delts,5.0,1155
legs,body weight,chair leg extended stretch,quads,5.0,1156
abs,cable,cable kneeling crunch,abs,5.0,1157
abs,stability ball,prone twist on stability ball,abs,5.0,1158
legs,body weight,bent knee lying twist (male),glutes,5.0,1159
abs,roller,roller body saw,abs,5.0,1160
cardio,body weight,half knee bends (male),cardiovascular system,5.0,1161
abs,body weight,front plank with twist,abs,5.0,1162
abs,stability ball,pull-in (on stability ball),abs,5.0,1163
cardio,body weight,run,cardiovascular system,5.0,1164
abs,body weight,russian twist,abs,5.0,1165
arms,body weight,bench dip (knees bent),triceps,5.0,1166
chest,body weight,scapula push-up,serratus anterior,5.0,1167
abs,body weight,flexion leg sit up (straight arm),abs,5.0,1168
abs,body weight,flexion leg sit up (bent knee),abs,5.0,1169
abs,body weight,seated leg raise,abs,5.0,1170
legs,stability ball,exercise ball seated hamstring stretch,hamstrings,5.0,1171
abs,body weight,seated side crunch (wall),abs,5.0,1172
back,stability ball,exercise ball lower back stretch (pyramid),lats,5.0,1173
legs,stability ball,exercise ball hip flexor stretch,glutes,5.0,1174
back,stability ball,exercise ball alternating arm ups,lats,5.0,1175
legs,body weight,basic toe touch (male),glutes,5.0,1176
cardio,body weight,short stride run,cardiovascular system,5.0,1177
abs,body weight,45° side bend,abs,5.0,1178
legs,body weight,side bridge hip abduction,abductors,5.0,1179
abs,body weight,side bridge v. 2,abs,5.0,1180
abs,body weight,half sit-up (male),abs,5.0,1181
abs,roller,roller reverse crunch,abs,5.0,1182
shoulders,barbell,landmine lateral raise,delts,5.0,1183
chest,resistance band,resistance band seated chest press,pectorals,5.0,1184
chest,body weight,push-up plus,pectorals,5.0,1185
arms,body weight,push-up on lower arms,triceps,5.0,1186
chest,upper body ergometer,hands bike,pectorals,5.0,1187
legs,body weight,hands clasped circular toe touch (male),glutes,5.0,1188
legs,resistance band,resistance band hip thrusts on knees (female),glutes,5.0,1189
arms,resistance band,resistance band seated biceps curl,biceps,5.0,1190
legs,resistance band,resistance band leg extension,quads,5.0,1191
legs,resistance band,resistance band seated hip abduction,abductors,5.0,1192
shoulders,resistance band,resistance band seated shoulder press,delts,5.0,1193
back,resistance band,resistance band seated straight back row,upper back,5.0,1194
chest,body weight,push-up (wall),pectorals,5.0,1195
abs,body weight,reverse crunch,abs,5.0,1196
legs,stability ball,reverse hyper extension (on stability ball),glutes,5.0,1197
legs,body weight,reverse hyper on flat bench,glutes,5.0,1198
back,stability ball,exercise ball hug,spine,4.0,1199
legs,body weight,world greatest stretch,hamstrings,4.0,1200
chest,body weight,dynamic chest stretch (male),pectorals,4.0,1201
abs,body weight,alternate heel touchers,abs,4.0,1202
legs,assisted,assisted side lying adductor stretch,adductors,4.0,1203
chest,assisted,assisted seated pectoralis major stretch with stability ball,pectorals,4.0,1204
cardio,elliptical machine,walk elliptical cross trainer,cardiovascular system,4.0,1205
legs,body weight,arms apart circular toe touch (male),glutes,4.0,1206
back,stability ball,exercise ball lat stretch,lats,4.0,1207
abs,assisted,assisted prone rectus femoris stretch,abs,4.0,1208
back,stability ball,exercise ball lying side lat stretch,lats,4.0,1209
legs,body weight,hamstring stretch,hamstrings,4.0,1210
cardio,body weight,back and forth step,cardiovascular system,4.0,1211
back,body weight,kneeling lat stretch,lats,4.0,1212
arms,weighted,weighted standing hand squeeze,forearms,4.0,1213
arms,stability ball,exercise ball seated triceps stretch,triceps,4.0,1214
legs,body weight,flutter kicks,glutes,4.0,1215
legs,assisted,assisted prone hamstring,hamstrings,4.0,1216
arms,weighted,wrist rollerer,forearms,4.0,1217
legs,body weight,quads,quads,4.0,1218
legs,body weight,seated wide angle pose sequence,hamstrings,4.0,1219
legs,body weight,self assisted inverse leg curl,hamstrings,4.0,1220
arms,body weight,overhead triceps stretch,triceps,4.0,1221
abs,body weight,pelvic tilt,abs,4.0,1222
legs,body weight,self assisted inverse leg curl,hamstrings,4.0,1223
abs,body weight,sit-up v. 2,abs,4.0,1224
legs,body weight,butterfly yoga pose,adductors,4.0,1225
arms,band,band wrist curl,forearms,4.0,1226
abs,body weight,sit-up with arms on chest,abs,4.0,1227
abs,body weight,quarter sit-up,abs,4.0,1228
legs,body weight,seated piriformis stretch,glutes,4.0,1229
abs,body weight,oblique crunches floor,abs,4.0,1230
legs,rope,reclining big toe pose with rope,hamstrings,4.0,1231
legs,body weight,rocking frog stretch,glutes,4.0,1232
back,roller,roller back stretch,spine,4.0,1233
legs,roller,roller hip lat stretch,glutes,4.0,1234
legs,roller,roller hip stretch,glutes,4.0,1235
back,roller,roller side lat stretch,lats,4.0,1236
back,body weight,seated lower back stretch,lats,4.0,1237
chest,assisted,behind head chest stretch,pectorals,4.0,1238
legs,body weight,seated calf stretch (male),calves,4.0,1239
arms,smith machine,smith seated wrist curl,forearms,4.0,1240
legs,body weight,self assisted inverse leg curl,hamstrings,4.0,1241
back,body weight,spine stretch,spine,4.0,1242
arms,smith machine,smith standing back wrist curl,forearms,4.0,1243
cardio,stationary bike,stationary bike run v. 3,cardiovascular system,4.0,1244
back,body weight,standing pelvic tilt,spine,4.0,1245
back,body weight,standing lateral stretch,lats,4.0,1246
legs,rope,standing hamstring and calf stretch with strap,hamstrings,4.0,1247
legs,band,band lying hip internal rotation,glutes,4.0,1248
legs,body weight,side lying hip adduction (male),adductors,4.0,1249
back,rope,london bridge,upper back,4.0,1250
abs,body weight,spine twist,abs,4.0,1251
legs,body weight,seated glute stretch,glutes,4.0,1252
abs,body weight,shoulder tap,abs,4.0,1253
legs,body weight,low glute bridge on floor,glutes,4.0,1254
back,body weight,sphinx,spine,4.0,1255
legs,body weight,self assisted inverse leg curl,hamstrings,4.0,1256
legs,body weight,march sit (wall),glutes,4.0,1257
legs,body weight,monster walk,glutes,4.0,1258
arms,body weight,side wrist pull stretch,forearms,3.0,1259
legs,body weight,all fours squad stretch,quads,3.0,1260
neck,body weight,side push neck stretch,levator scapulae,3.0,1261
arms,body weight,wrist circles,forearms,3.0,1262
legs,body weight,self assisted inverse leg curl (on floor),hamstrings,3.0,1263
legs,assisted,assisted lying calves stretch,calves,3.0,1264
legs,body weight,leg up hamstring stretch,hamstrings,3.0,1265
legs,assisted,assisted lying glutes stretch,glutes,3.0,1266
legs,assisted,assisted lying gluteus and piriformis stretch,glutes,3.0,1267
arms,body weight,triceps stretch,triceps,3.0,1268
legs,body weight,standing calves calf stretch,calves,3.0,1269
back,body weight,upper back stretch,upper back,3.0,1270
back,body weight,upward facing dog,spine,3.0,1271
cardio,leverage machine,cycle cross trainer,cardiovascular system,3.0,1272
legs,body weight,lying (side) quads stretch,quads,3.0,1273
back,body weight,back pec stretch,lats,3.0,1274
neck,body weight,neck side stretch,levator scapulae,3.0,1275
legs,rope,intermediate hip flexor and quad stretch,quads,3.0,1276
legs,rope,peroneals stretch,calves,3.0,1277
legs,rope,posterior tibialis stretch,calves,3.0,1278
cardio,leverage machine,stationary bike walk,cardiovascular system,3.0,1279
shoulders,body weight,rear deltoid stretch,delts,3.0,1280
legs,assisted,assisted prone lying quads stretch,quads,3.0,1281
back,body weight,side lying floor stretch,lats,3.0,1282
legs,body weight,ankle circles,calves,2.0,1283
